Sample1	Sample2	Distance	Mismatches
01-R1134-LR-Asm	strain-MTb-Oman-3213195	11893.00	0.03597
01-R1134-LR-Asm	strain-MTb-Oman-3213249	13597.00	0.04156
01-R1134-LR-Asm	strain-MTb-Oman-3213318	14026.00	0.03947
01-R1134-LR-Asm	strain-MTb-Oman-3213329	14691.00	0.03219
01-R1134-LR-Asm	strain-MTb-Oman-3213336	13672.00	0.03255
01-R1134-LR-Asm	strain-MTb-Oman-3213343	14449.00	0.04083
01-R1134-LR-Asm	strain-MTb-Oman-3213427	13387.00	0.03807
01-R1134-LR-Asm	strain-MTb-Oman-3213465	13564.00	0.02967
01-R1134-LR-Asm	strain-MTb-Oman-3213509	13856.00	0.04111
01-R1134-LR-Asm	strain-MTb-Oman-3213540	12890.00	0.04495
01-R1134-LR-Asm	strain-MTb-Oman-3213545	13551.00	0.05398
01-R1134-LR-Asm	strain-MTb-Oman-3213573	11991.00	0.03136
01-R1134-LR-Asm	strain-MTb-Oman-3213645	13970.00	0.05229
01-R1134-LR-Asm	strain-MTb-Oman-3213670	13155.00	0.03383
01-R1134-LR-Asm	strain-MTb-Oman-3213828	14310.00	0.05105
01-R1134-LR-Asm	strain-MTb-Oman-3213831	12286.00	0.02880
01-R1134-LR-Asm	strain-MTb-Oman-3213964	12628.00	0.03582
01-R1134-LR-Asm	strain-MTb-Oman-321403	13442.00	0.03775
01-R1134-LR-Asm	strain-MTb-Oman-3214042	12892.00	0.08594
01-R1134-LR-Asm	strain-MTb-Oman-3214121	12985.00	0.03026
01-R1134-LR-Asm	strain-MTb-Oman-3214168	12613.00	0.03255
01-R1134-LR-Asm	strain-MTb-Oman-3214236	13454.00	0.04040
01-R1134-LR-Asm	strain-MTb-Oman-3214387	14212.00	0.04724
01-R1134-LR-Asm	strain-MTb-Oman-3214404	13570.00	0.04300
01-R1134-LR-Asm	strain-MTb-Oman-3214504	13114.00	0.03128
01-R1134-LR-Asm	strain-MTb-Oman-3214585	13569.00	0.04472
01-R1134-LR-Asm	strain-MTb-Oman-3214594	12804.00	0.03684
01-R1134-LR-Asm	strain-MTb-Oman-3214642	13734.00	0.03947
01-R1134-LR-Asm	strain-MTb-Oman-3214721	12719.00	0.02610
01-R1134-LR-Asm	strain-MTb-Oman-3214744	13058.00	0.03108
01-R1134-LR-Asm	strain-MTb-Oman-3214760	13253.00	0.02918
01-R1134-LR-Asm	strain-MTb-Oman-3214805	13954.00	0.04236
01-R1134-LR-Asm	strain-MTb-Oman-3214883	12356.00	0.03256
01-R1134-LR-Asm	strain-MTb-Oman-3214927	12699.00	0.02856
01-R1134-LR-Asm	strain-MTb-Oman-321528	13541.00	0.04806
01-R1134-LR-Asm	strain-MTb-Oman-3215324	13565.00	0.04163
01-R1134-LR-Asm	strain-MTb-Oman-3215574	13396.00	0.04917
01-R1134-LR-Asm	strain-MTb-Oman-3215691	13012.00	0.03399
01-R1134-LR-Asm	strain-MTb-Oman-3215873	14433.00	0.05871
01-R1134-LR-Asm	strain-MTb-Oman-3216177	13534.00	0.04391
01-R1134-LR-Asm	strain-MTb-Oman-3216462	12194.00	0.05404
01-R1134-LR-Asm	strain-MTb-Oman-3216574	13447.00	0.04504
01-R1134-LR-Asm	strain-MTB-Oman-321769	14433.00	0.03691
01-R1134-LR-Asm	strain-MTb-Oman-321856	13035.00	0.06720
01-R1134-LR-Asm	strain-MTb-Oman-321857	13871.00	0.04247
01-R1134-LR-Asm	strain-MTb-Oman-32193	13133.00	0.02808
01-R1134-LR-Asm	strain-N1015	12793.00	0.00910
01-R1134-LR-Asm	strain-P001-N1377	12794.00	0.00983
01-R1134-LR-Asm	strain-P003-N1374	12795.00	0.00986
01-R1134-LR-Asm	strain-P006-N1591	12791.00	0.00980
01-R1134-LR-Asm	strain-P007-N1108	12796.00	0.00985
01-R1134-LR-Asm	strain-P008-N1380	12794.00	0.00983
01-R1134-LR-Asm	strain-P010-N1385	12793.00	0.00982
01-R1134-LR-Asm	strain-P020-N1386	12793.00	0.00982
01-R1134-LR-Asm	strain-P022-N1431	12794.00	0.00983
01-R1134-LR-Asm	strain-P028-N1362	12796.00	0.00985
01-R1134-LR-Asm	strain-P034-N1426	12790.00	0.00980
01-R1134-LR-Asm	strain-P042-N1430	12797.00	0.00984
01-R1134-LR-Asm	strain-P052-N1429	12792.00	0.00982
01-R1134-LR-Asm	strain-P059-N1392	12793.00	0.00984
01-R1134-LR-Asm	strain-P066-N1411	12795.00	0.00984
01-R1134-LR-Asm	strain-P073-N1394	12796.00	0.00987
01-R1134-LR-Asm	strain-P074-N1402	12796.00	0.00987
01-R1134-LR-Asm	strain-PSNK363	12871.00	0.01075
01-R1134-LR-Asm	strain-SEA10470P6C4	13185.00	0.01749
01-R1134-LR-Asm	strain-SEA17020027P6C4	12803.00	0.01321
01-R1134-LR-Asm	TB282	13476.00	0.02104
01-R1134-LR-Asm	TCDC11	13507.00	0.01978
01-R1134-LR-Asm	variant-bovis-BCG-strain-Moreau-PL	14619.00	0.04659
01-R1134-LR-Asm	variant-bovis-strain-2023-0113	14770.00	0.03986
01-R1134-LR-Asm	variant-bovis-strain-3488	14712.00	0.04326
01-R1134-LR-Asm	variant-bovis-strain-Mb0486	14659.00	0.04283
01-R1134-LR-Asm	variant-bovis-strain-Mb0531	14689.00	0.04193
01-R1134-LR-Asm	variant-bovis-strain-Mb0820	14684.00	0.04151
01-R1134-LR-Asm	variant-bovis-strain-Mb1101	14679.00	0.03934
01-R1134-LR-Asm	variant-bovis-strain-Mb1855	14750.00	0.04060
01-R1134-LR-Asm	variant-bovis-strain-Mb2269	14714.00	0.04034
01-R1134-LR-Asm	variant-bovis-strain-Mb2377	14686.00	0.04186
01-R1134-LR-Asm	variant-bovis-strain-Mb2487	14688.00	0.04036
01-R1134-LR-Asm	variant-bovis-strain-Mb3114	14744.00	0.03934
01-R1134-LR-Asm	variant-bovis-strain-Mb3602	14677.00	0.04090
01-R1134-LR-Asm	variant-bovis-strain-OLF-AH-2022-TB-0122	14787.00	0.04233
01-R1134-LR-Asm	variant-caprae-strain-SY-1	14811.00	0.04533
01-R1134-LR-Asm	W-148	13501.00	0.01943
01-R1134-LR-Asm	WBB1007-LQ1975	14555.00	0.02909
01-R1134-LR-Asm	WBB1008-SL1975	14556.00	0.02911
01-R1134-LR-Asm	WBB1009-SL1875	14563.00	0.03080
01-R1134-LR-Asm	WBB1451-04-00887-2	14602.00	0.03753
01-R1134-LR-Asm	WBB1452-10-01964-2	13194.00	0.01863
01-R1134-LR-Asm	WBB1453-11-00429-1	14524.00	0.02693
01-R1134-LR-Asm	WBB1454-IB091-1	14502.00	0.03564
01-R1134-LR-Asm	WBB1456-11-00225-4	13480.00	0.02248
01-R1134-LR-Asm	WBB1457-IB-036-1	14728.00	0.03828
01-R1134-LR-Asm	WBB1458-05-01296-1	14646.00	0.04147
01-R1134-LR-Asm	WBB1459-E14-22547-1	14641.00	0.03667
01-R1134-LR-Asm	WBB1460-E13-13014-2	14654.00	0.03619
01-R1134-LR-Asm	WBB445-ARS7496	13462.00	0.02064
01-R1134-LR-Asm	WBB446-ARS7884	12652.00	0.01673
01-R1134-LR-Asm	WBB447-G67	14579.00	0.03529
01-R1134-LR-Asm	WBB448-HPV115-08	12619.00	0.01663
01-R1134-LR-Asm	WC059	13516.00	0.02127
01-R1134-LR-Asm	WC078	13514.00	0.02113
01-R1134-LR-Asm	WMB588	12762.00	0.01386
01-R1134-LR-Asm	WMB596	14475.00	0.02706
01-R1134-LR-Asm	WMB600	12754.00	0.01481
01-R1134-LR-Asm	WMB602	12957.00	0.01508
01-R1134-LR-Asm	WMB607	14554.00	0.03225
01-R1134-LR-Asm	WMB613	12937.00	0.01422
01-R1134-LR-Asm	WMB614	14568.00	0.02874
01-R1134-LR-Asm	WMB615	14562.00	0.03116
01-R1134-LR-Asm	WMB621	13132.00	0.01695
01-R1134-LR-Asm	ZRB10578980-LR-Asm	13499.00	0.02084
01-R1430-LR-Asm	02-R0894-LR-Asm	13128.00	0.01643
01-R1430-LR-Asm	02-R1179-LR-Asm	12939.00	0.01518
01-R1430-LR-Asm	02-R1708-LR-Asm	13133.00	0.01561
01-R1430-LR-Asm	02-R1896-LR-Asm	12366.00	0.00656
01-R1430-LR-Asm	1-0006P6C4	13455.00	0.01978
01-R1430-LR-Asm	1-0007P6C4	13663.00	0.01949
01-R1430-LR-Asm	1-0009P6C4	13481.00	0.01965
01-R1430-LR-Asm	1-0013P6C4	13482.00	0.01804
01-R1430-LR-Asm	1-0017P6C4	13485.00	0.01967
01-R1430-LR-Asm	1-0021P6C4	13595.00	0.01814
01-R1430-LR-Asm	1-0023P6C4	13451.00	0.01976
01-R1430-LR-Asm	1-0028P6C4	13472.00	0.02139
01-R1430-LR-Asm	1-0030P6C4	14491.00	0.02730
01-R1430-LR-Asm	1-0031P6C4	13483.00	0.01959
01-R1430-LR-Asm	1-0036P6C4	13073.00	0.01503
01-R1430-LR-Asm	1-0039P6C4	13460.00	0.02042
01-R1430-LR-Asm	1-0044P6C4	12811.00	0.01355
01-R1430-LR-Asm	1-0045P6C4	13475.00	0.02015
01-R1430-LR-Asm	1-0047P6C4	13673.00	0.01912
01-R1430-LR-Asm	1-0054P6C4	13493.00	0.01963
01-R1430-LR-Asm	1-0056P6C4	13485.00	0.02025
01-R1430-LR-Asm	1-0061P6C4	14419.00	0.02910
01-R1430-LR-Asm	1-0064P6C4	13490.00	0.02051
01-R1430-LR-Asm	1-0066P6C4	13485.00	0.02028
01-R1430-LR-Asm	1-0069P6C4	13471.00	0.01930
01-R1430-LR-Asm	1-0071P6C4	13468.00	0.01923
01-R1430-LR-Asm	1-0072P6C4	13493.00	0.02012
01-R1430-LR-Asm	1-0102P6C4	13484.00	0.01965
01-R1430-LR-Asm	1-0107P6C4	13753.00	0.01925
01-R1430-LR-Asm	1-0110P6C4	13457.00	0.02204
01-R1430-LR-Asm	1-0112P6C4	13462.00	0.02049
01-R1430-LR-Asm	1-0116P6C4	13473.00	0.02018
01-R1430-LR-Asm	1-0123P6C4	13449.00	0.01973
01-R1430-LR-Asm	1-0137P6C4	13469.00	0.02015
01-R1430-LR-Asm	1-0149P6C4	13473.00	0.01959
01-R1430-LR-Asm	1-0153P6C4	13515.00	0.02008
01-R1430-LR-Asm	1-0156P6C4	13006.00	0.01426
01-R1430-LR-Asm	1-0160P6C4	13653.00	0.01811
01-R1430-LR-Asm	1-0168P6C4	12942.00	0.01468
01-R1430-LR-Asm	1595	14654.00	0.04078
01-R1430-LR-Asm	2-0013P6C4	13481.00	0.01950
01-R1430-LR-Asm	2002-0476	14669.00	0.04093
01-R1430-LR-Asm	2-0021P6C4	13165.00	0.01373
01-R1430-LR-Asm	2-0022P6C4	13166.00	0.01391
01-R1430-LR-Asm	2-0023P6C4	13163.00	0.01378
01-R1430-LR-Asm	2-0028P6C4	13163.00	0.01373
01-R1430-LR-Asm	2-0029P6C4	13165.00	0.01381
01-R1430-LR-Asm	2-0031P6C4	13479.00	0.01932
01-R1430-LR-Asm	2-0034P6C4	13479.00	0.02088
01-R1430-LR-Asm	2-0043-unknownP6C4	13149.00	0.01721
01-R1430-LR-Asm	2-0046P6C4	13162.00	0.01390
01-R1430-LR-Asm	2-0052P6C4	13456.00	0.02153
01-R1430-LR-Asm	2-0059P6C4	13162.00	0.01615
01-R1430-LR-Asm	2-0068P6C4	13493.00	0.01958
01-R1430-LR-Asm	2016-0386	14694.00	0.04112
01-R1430-LR-Asm	2018-0565	14665.00	0.04090
01-R1430-LR-Asm	3003-06-LR-Asm	13514.00	0.02032
01-R1430-LR-Asm	3-0059P6C4	12613.00	0.01752
01-R1430-LR-Asm	3-0090P6C4	14452.00	0.02992
01-R1430-LR-Asm	3-0096P6C4	14463.00	0.02616
01-R1430-LR-Asm	3-0124P6C4	14456.00	0.02762
01-R1430-LR-Asm	4-0010P6C4	12929.00	0.01540
01-R1430-LR-Asm	4-0012P6C4	13054.00	0.01502
01-R1430-LR-Asm	4-0019P6C4	12930.00	0.01536
01-R1430-LR-Asm	4-0024P6C4	12925.00	0.01542
01-R1430-LR-Asm	4-0041P6C4	12930.00	0.01543
01-R1430-LR-Asm	4-0062P6C4	13445.00	0.02061
01-R1430-LR-Asm	4-0073P6C4	12978.00	0.01573
01-R1430-LR-Asm	4-0077P6C4	13441.00	0.02025
01-R1430-LR-Asm	4549-04-LR-Asm	13522.00	0.02111
01-R1430-LR-Asm	4860	12778.00	0.01275
01-R1430-LR-Asm	702-06-LR-Asm	13498.00	0.02063
01-R1430-LR-Asm	706-05-LR-Asm	13491.00	0.02003
01-R1430-LR-Asm	8129-04-LR-Asm	13498.00	0.01995
01-R1430-LR-Asm	8644-04-LR-Asm	13023.00	0.01592
01-R1430-LR-Asm	9050-05-LR-Asm	13503.00	0.02038
01-R1430-LR-Asm	942272	14443.00	0.03682
01-R1430-LR-Asm	AF2122-97	14676.00	0.04093
01-R1430-LR-Asm	ARR1960-LR-Asm	13491.00	0.02074
01-R1430-LR-Asm	ATCC35782	14411.00	0.03792
01-R1430-LR-Asm	AUSMDU00018547	14408.00	0.02979
01-R1430-LR-Asm	AZE-02-041-LR-Asm	13476.00	0.02008
01-R1430-LR-Asm	AZE-02-042-LR-Asm	12783.00	0.01336
01-R1430-LR-Asm	AZE-02-067-LR-Asm	13478.00	0.01965
01-R1430-LR-Asm	BCG-SL222-Sofia	14565.00	0.04401
01-R1430-LR-Asm	Beijing-391	13513.00	0.02217
01-R1430-LR-Asm	Beijing-like-35049	13492.00	0.01982
01-R1430-LR-Asm	Beijing-like-36918	13467.00	0.02002
01-R1430-LR-Asm	Beijing-like-38774	13476.00	0.01961
01-R1430-LR-Asm	Beijing-like-50148	13469.00	0.01963
01-R1430-LR-Asm	BLR-31d	13472.00	0.01914
01-R1430-LR-Asm	CHIN-F1	13080.00	0.01473
01-R1430-LR-Asm	CP010329-H37Rv	13124.00	0.01652
01-R1430-LR-Asm	CP010333	14536.00	0.04154
01-R1430-LR-Asm	CP010337	12841.00	0.01221
01-R1430-LR-Asm	Danish-1331	14556.00	0.04622
01-R1430-LR-Asm	delta-sapM	14557.00	0.04645
01-R1430-LR-Asm	DN049-DNA	14395.00	0.03131
01-R1430-LR-Asm	DN059-DNA	14364.00	0.03151
01-R1430-LR-Asm	DN067-DNA	13447.00	0.02076
01-R1430-LR-Asm	DN068-DNA	14371.00	0.03290
01-R1430-LR-Asm	DN101-DNA	14376.00	0.03160
01-R1430-LR-Asm	DN105-DNA	14372.00	0.03069
01-R1430-LR-Asm	DN146-DNA	13452.00	0.02211
01-R1430-LR-Asm	DN181-DNA	13537.00	0.02036
01-R1430-LR-Asm	DN251-DNA	13445.00	0.01934
01-R1430-LR-Asm	DNA019-Rose-LR-Asm	13125.00	0.01331
01-R1430-LR-Asm	DNA019-Vash-LR-Asm	13479.00	0.01996
01-R1430-LR-Asm	DNA020-LR-Asm	12320.00	0.00498
01-R1430-LR-Asm	DNA028-LR-Asm	13491.00	0.01959
01-R1430-LR-Asm	DNA044-LR-Asm	13166.00	0.01398
01-R1430-LR-Asm	DNA054-LR-Asm	12854.00	0.01108
01-R1430-LR-Asm	DNA075-LR-Asm	13485.00	0.02088
01-R1430-LR-Asm	DNA086-LR-Asm	12781.00	0.01365
01-R1430-LR-Asm	DNA089-LR-Asm	13482.00	0.01914
01-R1430-LR-Asm	DNA091-LR-Asm	13476.00	0.02029
01-R1430-LR-Asm	DNA096-LR-Asm	13476.00	0.01911
01-R1430-LR-Asm	DNA114-LR-Asm	13471.00	0.01906
01-R1430-LR-Asm	DNA120-LR-Asm	12811.00	0.01062
01-R1430-LR-Asm	DNA124-LR-Asm	12757.00	0.01040
01-R1430-LR-Asm	DNA182-LR-Asm	12931.00	0.01501
01-R1430-LR-Asm	DNA188-LR-Asm	13092.00	0.01623
01-R1430-LR-Asm	Erdman-ATCC-35801	13120.00	0.01708
01-R1430-LR-Asm	FDAARGOS-750	13520.00	0.01553
01-R1430-LR-Asm	FDAARGOS-751	14415.00	0.02708
01-R1430-LR-Asm	FDAARGOS-756	13449.00	0.02052
01-R1430-LR-Asm	FDAARGOS-757	13002.00	0.01303
01-R1430-LR-Asm	GCF1-0084P6C4	13488.00	0.01965
01-R1430-LR-Asm	GCF4-0096P6C4	13461.00	0.02001
01-R1430-LR-Asm	H107	12867.00	0.01111
01-R1430-LR-Asm	H112	13436.00	0.02071
01-R1430-LR-Asm	H37Ra	13044.00	0.01453
01-R1430-LR-Asm	H37Rv-1	13001.00	0.01299
01-R1430-LR-Asm	H54	13481.00	0.01981
01-R1430-LR-Asm	H83	13088.00	0.01684
01-R1430-LR-Asm	HN-024	14325.00	0.03011
01-R1430-LR-Asm	HN-205	13500.00	0.02087
01-R1430-LR-Asm	HN-321	13441.00	0.01960
01-R1430-LR-Asm	HN-506	13443.00	0.02045
01-R1430-LR-Asm	I0003447-5	12085.00	0.00254
01-R1430-LR-Asm	ITM-1968-01344	14528.00	0.02683
01-R1430-LR-Asm	ITM-1992-08557	14444.00	0.02836
01-R1430-LR-Asm	ITM-1999-01508	12761.00	0.01133
01-R1430-LR-Asm	ITM-2000-00448	12772.00	0.01091
01-R1430-LR-Asm	ITM-2002-00926	12818.00	0.01480
01-R1430-LR-Asm	ITM-2003-01539	12969.00	0.01408
01-R1430-LR-Asm	ITM-2004-01893	12828.00	0.01496
01-R1430-LR-Asm	ITM-2005-02460	13147.00	0.01578
01-R1430-LR-Asm	ITM-2015-00021	14430.00	0.03330
01-R1430-LR-Asm	ITM-2021-00504	14510.00	0.03315
01-R1430-LR-Asm	ITM-2021-02250	14677.00	0.04186
01-R1430-LR-Asm	Kurono	12860.00	0.01303
01-R1430-LR-Asm	M0003941-3-LR-Asm	13510.00	0.01961
01-R1430-LR-Asm	M0010874-7-LR-Asm	12979.00	0.01804
01-R1430-LR-Asm	M0014888-3-LR-Asm	13102.00	0.01852
01-R1430-LR-Asm	M0016395-7-LR-Asm	12966.00	0.01502
01-R1430-LR-Asm	M0016737-0-LR-Asm	13030.00	0.01177
01-R1430-LR-Asm	M0017522-5-LR-Asm	13153.00	0.01454
01-R1430-LR-Asm	M20	12981.00	0.01676
01-R1430-LR-Asm	mada-102-LR-Asm	13062.00	0.01769
01-R1430-LR-Asm	mada-103-LR-Asm	12372.00	0.00426
01-R1430-LR-Asm	mada-105-LR-Asm	13134.00	0.01690
01-R1430-LR-Asm	mada-107-LR-Asm	14483.00	0.02919
01-R1430-LR-Asm	mada-1-10-LR-Asm	14486.00	0.02795
01-R1430-LR-Asm	mada-1-11-LR-Asm	13462.00	0.02007
01-R1430-LR-Asm	mada-1-12-LR-Asm	12860.00	0.01379
01-R1430-LR-Asm	mada-112-LR-Asm	12373.00	0.00429
01-R1430-LR-Asm	mada-1-15-LR-Asm	13011.00	0.01463
01-R1430-LR-Asm	mada-115-LR-Asm	13493.00	0.02044
01-R1430-LR-Asm	mada-117-LR-Asm	14496.00	0.03051
01-R1430-LR-Asm	mada-118-LR-Asm	14479.00	0.02780
01-R1430-LR-Asm	mada-1-1-LR-Asm	14447.00	0.02905
01-R1430-LR-Asm	mada-120-LR-Asm	12776.00	0.01481
01-R1430-LR-Asm	mada-122-LR-Asm	14510.00	0.02793
01-R1430-LR-Asm	mada-123-LR-Asm	12967.00	0.01711
01-R1430-LR-Asm	mada-124-LR-Asm	12390.00	0.00551
01-R1430-LR-Asm	mada-126-LR-Asm	12777.00	0.01500
01-R1430-LR-Asm	mada-128-LR-Asm	13011.00	0.01641
01-R1430-LR-Asm	mada-129-LR-Asm	13140.00	0.01640
01-R1430-LR-Asm	mada-1-30-LR-Asm	13653.00	0.01968
01-R1430-LR-Asm	mada-1-32-LR-Asm	13074.00	0.01388
01-R1430-LR-Asm	mada-1-36-LR-Asm	14485.00	0.02812
01-R1430-LR-Asm	mada-1-38-LR-Asm	12889.00	0.01249
01-R1430-LR-Asm	mada-1-39-LR-Asm	14536.00	0.02894
01-R1430-LR-Asm	mada-139-LR-Asm	13111.00	0.01721
01-R1430-LR-Asm	mada-1-40-LR-Asm	14520.00	0.02850
01-R1430-LR-Asm	mada-1-41-LR-Asm	13150.00	0.01514
01-R1430-LR-Asm	mada-1-44-LR-Asm	14493.00	0.02815
01-R1430-LR-Asm	mada-1-50-LR-Asm	12936.00	0.01437
01-R1430-LR-Asm	mada-1-51-LR-Asm	14486.00	0.02758
01-R1430-LR-Asm	mada-151-LR-Asm	13060.00	0.01817
01-R1430-LR-Asm	mada-1-53-LR-Asm	12935.00	0.01432
01-R1430-LR-Asm	mada-2-1-LR-Asm	12797.00	0.01279
01-R1430-LR-Asm	mada-2-25-LR-Asm	12370.00	0.00733
01-R1430-LR-Asm	mada-2-31-LR-Asm	13155.00	0.01515
01-R1430-LR-Asm	mada-2-42-LR-Asm	13509.00	0.01998
01-R1430-LR-Asm	mada-2-46-LR-Asm	14500.00	0.02971
01-R1430-LR-Asm	mada-2-53-LR-Asm	12934.00	0.01432
01-R1430-LR-Asm	Maus3	14380.00	0.03732
01-R1430-LR-Asm	Maus4	14461.00	0.03722
01-R1430-LR-Asm	Mb3601	14662.00	0.04092
01-R1430-LR-Asm	MFS-173-LR-Asm	13477.00	0.02124
01-R1430-LR-Asm	MFS-181-LR-Asm	12342.00	0.00687
01-R1430-LR-Asm	MFS-42-LR-Asm	13496.00	0.01957
01-R1430-LR-Asm	MFS-51-LR-Asm	13466.00	0.02004
01-R1430-LR-Asm	MFS-54-LR-Asm	13471.00	0.01999
01-R1430-LR-Asm	MFS-56-LR-Asm	13067.00	0.01337
01-R1430-LR-Asm	MFS-58-LR-Asm	13458.00	0.01994
01-R1430-LR-Asm	MFS-60-LR-Asm	12341.00	0.00687
01-R1430-LR-Asm	MT-0080-LR-Asm	13099.00	0.01447
01-R1430-LR-Asm	MTB1	12880.00	0.01086
01-R1430-LR-Asm	MTB2	13455.00	0.01937
01-R1430-LR-Asm	M-tuberculosis-H37Rv-2015	13069.00	0.01369
01-R1430-LR-Asm	N0004-LR-Asm	13533.00	0.01644
01-R1430-LR-Asm	N0054-LR-Asm	13519.00	0.01601
01-R1430-LR-Asm	N0069	14404.00	0.02956
01-R1430-LR-Asm	N0072	14456.00	0.02773
01-R1430-LR-Asm	N0091-LR-Asm	14609.00	0.03567
01-R1430-LR-Asm	N0145-LR-Asm	13464.00	0.02014
01-R1430-LR-Asm	N0153-LR-Asm	14320.00	0.03359
01-R1430-LR-Asm	N0155-LR-Asm	13486.00	0.01932
01-R1430-LR-Asm	N0157	14431.00	0.03314
01-R1430-LR-Asm	N1176-LR-Asm	14550.00	0.02885
01-R1430-LR-Asm	N1177-LR-Asm	14605.00	0.03494
01-R1430-LR-Asm	N1201	14613.00	0.03493
01-R1430-LR-Asm	N1202-LR-Asm	14577.00	0.03429
01-R1430-LR-Asm	N1268	14590.00	0.02871
01-R1430-LR-Asm	N1272-LR-Asm	14342.00	0.02437
01-R1430-LR-Asm	N1274-LR-Asm	13696.00	0.01876
01-R1430-LR-Asm	N1283	13165.00	0.01654
01-R1430-LR-Asm	N3913	14356.00	0.03002
01-R1430-LR-Asm	NCGM946K2	12807.00	0.02036
01-R1430-LR-Asm	Orygis	14650.00	0.04266
01-R1430-LR-Asm	OV254	14424.00	0.03913
01-R1430-LR-Asm	OW052189-1	13502.00	0.01984
01-R1430-LR-Asm	OW052302-1	13643.00	0.01917
01-R1430-LR-Asm	OW052570-1	14379.00	0.02800
01-R1430-LR-Asm	OW052571-1	12803.00	0.01282
01-R1430-LR-Asm	QC-10-LR-Asm	13139.00	0.01800
01-R1430-LR-Asm	QC-1-LR-Asm	12937.00	0.01649
01-R1430-LR-Asm	QC-3-LR-Asm	13556.00	0.01602
01-R1430-LR-Asm	QC-4-LR-Asm	13132.00	0.01753
01-R1430-LR-Asm	QC-5-LR-Asm	13554.00	0.01600
01-R1430-LR-Asm	QC-6-LR-Asm	12959.00	0.01659
01-R1430-LR-Asm	QC-7-LR-Asm	13004.00	0.01745
01-R1430-LR-Asm	QC-8-LR-Asm	13133.00	0.01756
01-R1430-LR-Asm	QC-9-LR-Asm	13567.00	0.01652
01-R1430-LR-Asm	R15311-LR-Asm	12834.00	0.01310
01-R1430-LR-Asm	R18040-LR-Asm	13449.00	0.02032
01-R1430-LR-Asm	R18043-LR-Asm	13448.00	0.02035
01-R1430-LR-Asm	R20574-LR-Asm	13457.00	0.02017
01-R1430-LR-Asm	R21408-LR-Asm	13462.00	0.02023
01-R1430-LR-Asm	R21770-LR-Asm	13110.00	0.01469
01-R1430-LR-Asm	R21839-LR-Asm	13048.00	0.01533
01-R1430-LR-Asm	R21893-LR-Asm	13464.00	0.02079
01-R1430-LR-Asm	R22601-LR-Asm	13450.00	0.02036
01-R1430-LR-Asm	R23146-LR-Asm	13455.00	0.02092
01-R1430-LR-Asm	R23887-LR-Asm	14510.00	0.02956
01-R1430-LR-Asm	R24100-LR-Asm	13481.00	0.02020
01-R1430-LR-Asm	R25048-LR-Asm	13469.00	0.02080
01-R1430-LR-Asm	R26778-LR-Asm	13459.00	0.02060
01-R1430-LR-Asm	R26791-LR-Asm	13450.00	0.01988
01-R1430-LR-Asm	R27252-LR-Asm	14439.00	0.02493
01-R1430-LR-Asm	R27657-LR-Asm	13496.00	0.01954
01-R1430-LR-Asm	R27725-LR-Asm	13451.00	0.01992
01-R1430-LR-Asm	R27937-LR-Asm	13449.00	0.02033
01-R1430-LR-Asm	R28012-LR-Asm	13496.00	0.01953
01-R1430-LR-Asm	R28703-LR-Asm	13503.00	0.01966
01-R1430-LR-Asm	R28980-LR-Asm	13463.00	0.02088
01-R1430-LR-Asm	R29816-LR-Asm	13502.00	0.01964
01-R1430-LR-Asm	R30078-LR-Asm	13496.00	0.01954
01-R1430-LR-Asm	R30215-LR-Asm	13475.00	0.01948
01-R1430-LR-Asm	R30234-LR-Asm	13501.00	0.01953
01-R1430-LR-Asm	R30396-LR-Asm	13093.00	0.01408
01-R1430-LR-Asm	R30420-LR-Asm	13463.00	0.02018
01-R1430-LR-Asm	R31095-LR-Asm	13505.00	0.01955
01-R1430-LR-Asm	R32929-LR-Asm	13467.00	0.02011
01-R1430-LR-Asm	R36431-LR-Asm	13495.00	0.01944
01-R1430-LR-Asm	R37765-LR-Asm	13490.00	0.01996
01-R1430-LR-Asm	RW-TB008-LR-Asm	14334.00	0.03238
01-R1430-LR-Asm	SEA02010036	13481.00	0.01922
01-R1430-LR-Asm	SEA06535P6C4	13112.00	0.01738
01-R1430-LR-Asm	SEA07010354P6C4	13667.00	0.01772
01-R1430-LR-Asm	SEA07020250P6C4	12967.00	0.01490
01-R1430-LR-Asm	SEA08151P6C4	14493.00	0.02740
01-R1430-LR-Asm	SEA08162P6C4	12941.00	0.01308
01-R1430-LR-Asm	SEA09020048P6C4	12754.00	0.01117
01-R1430-LR-Asm	SEA11020038P6C4	12865.00	0.01473
01-R1430-LR-Asm	SEA11020057P6C4	12344.00	0.00647
01-R1430-LR-Asm	SEA11020068P6C4	13080.00	0.01776
01-R1430-LR-Asm	SEA11020092P6C4	12873.00	0.01430
01-R1430-LR-Asm	SEA11278P6C4	14340.00	0.03007
01-R1430-LR-Asm	SEA12126P6C4	14391.00	0.02978
01-R1430-LR-Asm	SEA12202P6C4	14451.00	0.03031
01-R1430-LR-Asm	SEA12334P6C4	14406.00	0.03091
01-R1430-LR-Asm	SEA13020298	13459.00	0.02095
01-R1430-LR-Asm	SEA13111P6C4	14360.00	0.02853
01-R1430-LR-Asm	SEA14117P6C4	13456.00	0.02161
01-R1430-LR-Asm	SEA14318P6C4	14453.00	0.02697
01-R1430-LR-Asm	SEA14333P6C4	14334.00	0.02893
01-R1430-LR-Asm	SEA15228P6C4	14398.00	0.02942
